fonte,endereço,pais,telefone,data,hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/telefono+publico+TELMEX/@19.3803345,-99.1833564,15.4z/data=!4m9!1m2!2m1!1stelefono+publico+en+mexico!3m5!1s0x85d1ff829da4055b:0xe2af75440c4d3a4b!8m2!3d19.3839872!4d-99.180194!15sChp0ZWxlZm9ubyBwdWJsaWNvIGVuIG1leGljb5IBEXRlbGVwaG9uZV9jb21wYW55?hl=pt-BR","Maximino Ávila Camacho 113A, Cd. de los Deportes, Benito Juárez, 03710 Ciudad de México, CDMX, México",mexico,525555638072,13.05.2022,20:02,chamei seguidas vezes mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.05.2022,15:42,chamei seguidas vezes mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.05.2022,18:41,chamei seguidas vezes mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/telefono+publico+TELMEX/@19.3803345,-99.1833564,15.4z/data=!4m9!1m2!2m1!1stelefono+publico+en+mexico!3m5!1s0x85d1ff786be316a7:0x4ee245de9db7ef61!8m2!3d19.3850472!4d-99.1805459!15sChp0ZWxlZm9ubyBwdWJsaWNvIGVuIG1leGljb5IBEXRlbGVwaG9uZV9jb21wYW55?hl=pt-BR","San Antonio 166, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",mexico,525555637591,13.05.2022,20:07,chamei mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.05.2022,15:49,chamei muito mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.05.2022,18:46,chamei muito mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/telefono+publico+TELMEX/@19.4175541,-99.0957767,15.16z/data=!4m9!1m2!2m1!1stelefono+publico+en+mexico!3m5!1s0x85d1fc105afe8941:0x1d7ce54283bc2bc!8m2!3d19.4215639!4d-99.088382!15sChp0ZWxlZm9ubyBwdWJsaWNvIGVuIG1leGljb5IBEXRlbGVwaG9uZV9jb21wYW55?hl=pt-BR","Suprema Corte de Justicia 193, Federal, Venustiano Carranza, 15700 Ciudad de México, CDMX, México",mexico,525555717421,14.05.2022,15:53,não completou,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Public+phone+FONTASTIKO/@19.4175541,-99.0957767,15.16z/data=!4m9!1m2!2m1!1stelefono+publico+en+mexico!3m5!1s0x85d1fc111d6d7f31:0x410c30e454c3f354!8m2!3d19.4203865!4d-99.087203!15sChp0ZWxlZm9ubyBwdWJsaWNvIGVuIG1leGljb5IBEXRlbGVwaG9uZV9jb21wYW55?hl=pt-BR","Comisión Nacional Agraria 13, Federal, Venustiano Carranza, 15700 Ciudad de México, CDMX, México",mexico,525543482532,14.05.2022,15:54,"""el numero marcado no esta disponible favor verificar la marcaciónn""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Tel%C3%A9fono+p%C3%BAblico/@20.6668057,-103.4083639,13.87z/data=!4m9!1m2!2m1!1sPayphone+quebec!3m5!1s0x8428ae69e66b73e5:0x49e5701e589022ba!8m2!3d20.6851912!4d-103.3887669!15sCg9QYXlwaG9uZSBxdWViZWOSAQhwYXlwaG9uZQ?hl=pt-BR",jalisco,mexico,528001230000,14.05.2022,16:46,não é telefone publico | telmex,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/TELMEX/@20.6819345,-103.3909833,14.38z/data=!4m9!1m2!2m1!1sPayphone+quebec!3m5!1s0x8428ae45f84801c9:0x6f8088a1573594c0!8m2!3d20.6973244!4d-103.388228!15sCg9QYXlwaG9uZSBxdWViZWOSAQhwYXlwaG9uZQ?hl=pt-BR",jalisco,mexico,528005232835,14.05.2022,16:47,"""el acceso al numero que usted marco esta restringido""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Telefono+Publico+MAX+COM/@20.6679846,-103.3464257,13z/data=!4m9!1m2!2m1!1stelefono+publico!3m5!1s0x8428b3dceee65af7:0xabd8a713e5999af1!8m2!3d20.6602053!4d-103.2933112!15sChB0ZWxlZm9ubyBwdWJsaWNvkgEIcGF5cGhvbmU?hl=pt-BR",jalisco,mexico,528006292662,14.05.2022,16:49,não é telefone publico | telmex,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Payphone+LOGITEL/@18.2305712,-90.7380004,4z/data=!4m9!1m2!2m1!1spayphone+perto+de+Haiti!3m5!1s0x8662ea2a680367cd:0xf629ab2597c1dbf4!8m2!3d25.7282271!4d-100.171707!15sChdwYXlwaG9uZSBwZXJ0byBkZSBIYWl0aZIBCHBheXBob25l?hl=pt-BR",apodaca,mexico,525552650156,14.05.2022,17.05,não é telefone publico | telmex,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://pt.abctelefonos.com/direccion_mexico/michoacan/la_piedad/francisco_i_madero_275,michoacan,mexico,(352) 5227290,27.05.2022,18:38,não é telefone público (aqui é particular),,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/TvqHmqr6uc6DmYTC8,farmacia em vera cruz (na esquina de 2 orelhões),mexico,522299322162,27.05.2022,18:49,chamei muito mas não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/sNnCFsexkRRFqwDf8,loja em vera cruz (na esquina de 2 orelhões),mexico,522299313560,27.05.2022,18:52,não sabe me informar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://g.page/FDVeracruz6?share,loja em vera cruz (na esquina de 2 orelhões),mexico,525588975437,27.05.2022,18:56,musica eletronica bom demais,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Lavander%C3%ADa+Xalapa/@19.1785622,-96.1374507,3a,24.9y,233.11h,94.06t/data=!3m6!1e1!3m4!1sAHWgKgn2tIbT6MO1htaP5A!2e0!7i16384!8i8192!4m13!1m7!3m6!1s0x85c3414245ca78c5:0x18a4d642e936019b!2sVera+Cruz,+Veracruz,+M%C3%A9xico!3b1!8m2!3d19.173773!4d-96.1342241!3m4!1s0x85c341853ad26873:0xebdc2a81c684c84a!8m2!3d19.1784436!4d-96.1376525?hl=pt-BR",thortacos,mexico,522293622217,27.05.2022,19:08,disse que já não serve,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/2yWTMEtGVu6QH6eGA,neveria trigueros veracruz,mexico,522299318591,27.05.2022,19:13,não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,hotel santander veracruz,mexico,522299324529,27.05.2022,19:18,não atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/telefono_publico_ladafon_mx_8184694,guanajuato,mexico,4777184466,27.05.2022,19:35,"não atendeu, parece não completar a chamada",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/telefono_publico_ladafon_mx_8189713,guanajuato,mexico,(477)7641911,27.05.2022,19:36,"não atendeu, mas é telefone",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(476) 7570052,27.05.2022,19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(477) 1947890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(477) 7138445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(477) 7161833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(477) 7166691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.abctelefonos.com/search?q=telefono+publico&l=veracruz&t=comercio&country=mexico,guanajuato,mexico,(477) 7169578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Farmacias+del+Ahorro+Parroquia/@19.200939,-96.1359202,3a,75y,107.88h,91.86t/data=!3m6!1e1!3m4!1sdJ71PqOC_eNhV7rzhBxt_w!2e0!7i16384!8i8192!4m5!3m4!1s0x85c346be8db7f089:0x5d586c38a9654160!8m2!3d19.2008657!4d-96.1357491?hl=pt-BR",farmacias del ahorro veracruz,mexico,522299373525,27.05.2022,19:20,mensagem eletrônica,,,,,,,,,,,,,,,,,,,,,,,,,,,
,restaurante amparito,mexico,522291573548,27.05.2022,19:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point (-99.0111030999999997 21.99698580000000092),Boulevard México-Laredo,mexico,5214813832690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point (-99.01770960000000343 21.98550639999999845),Calle Porfirio Díaz,mexico,5214813818025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point (-99.0149581000000012 21.9827994000000011),Calle Niños Héroes,mexico,5214813814787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point (-99.01600019999999347 21.98427939999999836),Calle Independencia,mexico,5214813810333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point (-116.99531869999999856 32.5379901000000018),,mexico,52 664 479 9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1," ZONA CUPSA S/N, RAUDALES MAL PASO , RAUDALES MALPASO , CHIS , C.P.29600 ",mexico,( 968) 685 6378,14.06.2022,20:31,"el numero que ud marco no existe, favor verificarlo",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1," CLLE DOMICILIO CONOCIDO SN, BAVIACORA CENTRO , BAVIACORA , SON , C.P.84940 ",mexico,( 623) 232 0016,14.06.2022,20:32,"lo sentimos el numero que ud marco no existe, favor verificarlo",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1," CLL 5 DE MAYO 52, CENTRO , SAN ANDRES TUXTLA , VER , C.P.95700 ",mexico,( 294) 942 4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"CLL SENSATEZ 2682, VALLE VERDE  , TIJUANA , BC , C.P.22204",mexico,( 664) 103 4959,14.06.2022,20:33,"liguei várias vezes e ninguém atendeu: el numero que usted marco no esta disponible, favor intentarlo mas tarde, gracias",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"MELCHOR OCAMPO 8, PANINDICUARO  , PANINDICUARO , MICH , C.P.58570",mexico,(454)361-0500,14.06.2022,20:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"CARRETERA NACIONAL S/N, CENTRO  , IGUALA DE LA INDEPENDENCIA , GRO , C.P.40000",mexico,(736)338-2004,14.06.2022,20:43,liguei e ninguem atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"PARROQUIA 9, ATOTONILCO EL BAJO  , ATOTONILCO EL BAJO , JAL , C.P.45745",mexico,( 377) 774 0650,14.06.2022,20:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"CLLE PUENTE DE NUMARAN 30, CENTRO  , SAN MIGUEL DE ALLENDE , GTO , C.P.37700",mexico,( 415) 152 3636,14.06.2022,20:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"AV. JOSEFA ORTIZ DE DOMINGUEZ 346, BREMEN  , BREMEN (BARRIO CENTRO) , CHIS , C.P.30910",mexico,( 962) 622 4141,14.06.2022,20:48,"estimado cliente, el numero que ud marco esta fuera de servicio",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"CLL IGNACIO LOPEZ RAYON 519, CENTRO  , SAN LUIS DE LA PAZ , GTO , C.P.37900",mexico,( 468) 688 4541,14.06.2022,20:49,en este momento el servicio no esta disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"CLLE HNOS CUSSI 9, NUEVA ITALIA DE RUIZ  , NUEVA ITALIA , MICH , C.P.61760",mexico,( 425) 535 4834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"DOMICILIO CONOCIDO S/N, CENTRO PONIENTE  , CIUDAD ALTAMIRANO , GRO , C.P.40660",mexico,( 767) 672 0928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.seccionamarilla.com.mx/resultados/caseta-telefonica/1,"PARROQUIA 9, ATOTONILCO EL BAJO  , ATOTONILCO EL BAJO , JAL , C.P.45745",mexico,( 377) 774 0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://es.cybo.com/MX/juchique-de-ferrer/telecomunicaciones/,"Centro, 93821 Misantla, Ver., Mexico",mexico,52 235 323 2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Caseta+Telefonica/@20.5099977,-102.148819,7z/data=!4m9!1m2!2m1!1scaseta+telefonica+mexico!3m5!1s0x85da7310647fcd7f:0x4567ebcb053e4a6b!8m2!3d20.5096915!4d-97.666513!15sChhjYXNldGEgdGVsZWZvbmljYSBtZXhpY2-SASN0ZWxlY29tbXVuaWNhdGlvbnNfc2VydmljZV9wcm92aWRlcg?hl=pt-BR",,mexico,527468435901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Tel%C3%A9fono+P%C3%BAblico/@14.6410235,-90.5981518,12.95z/data=!4m9!1m2!2m1!1spayphone!3m5!1s0x8589754dce0c91eb:0xd8f476605cc94451!8m2!3d14.6629977!4d-90.6129934!15sCghwYXlwaG9uZZIBCHBheXBob25l?hl=pt-BR","M97P+5RR, 42 Avenida, Cdad. de Guatemala, Guatemala",guatelama,50279797095,14.05.2022,17:21,respondeu e não falou nada,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amarillas.cl/servicios/telefono-publico,valparaiso,chile,(+56) 32 223 9745,14.05.2022,17:37,movistar informa que este numero no esta registrado,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/New+Stilo+Travel/@-33.4373534,-70.6530219,19.48z/data=!4m13!1m7!3m6!1s0x9662c5a4928b789f:0xd783a0d61dd757db!2sBandera+504,+Santiago,+Regi%C3%B3n+Metropolitana,+Chile!3b1!8m2!3d-33.4373887!4d-70.6527753!3m4!1s0x9662c5a493a56933:0xc32d77ba5f6dce7d!8m2!3d-33.4372731!4d-70.652562?hl=pt-BR",SANTIAGO (LOJA DE TURISMO),CHILE,56226980295,16.05.2022,15:15,não se lembra de telefones públicos,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amarillas.cl/servicios/telefono-publico,,chile,(+56) 73 197 5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Telefonos+Publicos+Manquehue/@-33.4470703,-70.6597495,15z/data=!4m9!1m2!2m1!1sPAYPHONE!3m5!1s0x9662c509c2e706f5:0xc02e85b7626df9be!8m2!3d-33.4470703!4d-70.6532594!15sCghQQVlQSE9ORZIBCHBheXBob25l?hl=pt-BR",SANTIAGO,CHILE,56222447128,16.05.2022,15:10,ESTE NUMERO NO POSUE UN BUZON DE VOZ CREADO,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/bDExTVqYibrmF8TG9,natales,CHILE,56612410150,15.06.2022,15:59,radio taxi : por favor no me corte,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/NRkkqtB2zirpkFFDA,puerto guadal,CHILE,56982134653,15.06.2022,16:09,buzon de mesajes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.com.br/maps/place/Hospedaje+y+Comidas+Nuevo+Amanecer/@-29.0360721,-70.9004786,18.4z/data=!4m12!1m6!3m5!1s0x9690c78941bb1621:0xe9b1b8f67a0d09ff!2sCabina+Telef%C3%B3nica+Hist%C3%B3rica!8m2!3d-29.035682!4d-70.9000999!3m4!1s0x9690c77ccc71193f:0xf76059f1ad84a891!8m2!3d-29.0362058!4d-70.8996788?hl=pt-BR",CACHIUYO  (albergue em frente ao telefone),CHILE,56994127665,15.06.2022,16:21,buenas tardes senorita | hay un telefono publico a frente,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cineclub de la universidad de valdivia,chile,56632221209,15.06.2022,16:35,"no te escucho | no hay, ninguno adentro de la universidad",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/hyZE68pMRmM7f2Q99,santiago,chile,56222472691,15.06.2022,16:37,el numero no existe,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/dKgkHZr1CMCAeDtYA,santiago,chile,56227642128,15.06.2022,16:38,el numero no existe,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/7bwXPragoa7HxFrLA,santiago,chile,56222453614,15.06.2022,16:39,el numero esta vacante,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://goo.gl/maps/QPhxbtPursfq1uTu8,"Blanco 926-942 Valparaíso CL, local 58, Quilpué, 2430000, Chile",chile,56987506504,15.06.2022,16:43,desigou na minha cara,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,14 DE MAYO C/PAI LUKE,paraguay,48210453,15.06.2022,16:56,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17.06.2022,16:36,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,21 PTDAS. E/SANTA FE,paraguay,21302432,15.06.2022,17:01,el numero seleccionado no existe o a sido cambiado (ruido de alguns minutos),,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,EXPO FLORA KM 48 CAMINO A ATYRA,paraguay,511241206,15.06.2022,17:04,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,MONTEVIDEO E/HUMAITA Y PIREBEBUY,paraguay,21491449,15.06.2022,17:09,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,AV. G. PELLON E/AZARA Y J.L. BORGES,paraguay,21579223,15.06.2022,17:14,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,PENITENCIARIA NACIONAL 24 PTDA.Y MEXICO,paraguay,21373515,16.06.2022,15:13,el numero seleccionado no existe o a sido cambiado (ruido de alguns minutos),,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,RUTA 2 KM 34.5 TUPA RENDA,paraguay,513433010,16.06.2022,15:13,chamei várias vezes. Som de ocupado,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,RODRIGUEZ DE FRANCIA C/ JUAN MACHAIN,paraguay,21945581,16.06.2022,15:19,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,HERMINIO BARRIOS C/A.GAONA - COLEGIO NACIONAL,paraguay,342222371,16.06.2022,15:24,el numero seleccionado ha sido bloqueado por la cia,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,PENITENCIARIA NACIONAL 24 PTDA. Y MEXICO,paraguay,21390051,16.06.2022,15:25,el numero seleccionado no existe o a sido cambiado (ruido de alguns minutos),,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,AV. SACRAMENTO E/ NTRA. SRA. DEL CARMEN Nro. 1181,paraguay,21612110,16.06.2022,15:26,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.copaco.com.py/index.php/guia-telefonica.html,PREDIO HOSPITAL NACIONAL DE ITAUGUA,paraguay,294321808,16.06.2022,15:31,chamei várias vezes e ninguém atendeu,,,,,,,,,,,,,,,,,,,,,,,,,,,
